sáb mai 11 02:48:56 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;12;43611;43614;43116;5091
RandomLazyList;12;43547;43492;43757;5028
RandomLazyList;12;43453;43334;43652;5029
RandomLazyList;12;43923;43875;43958;5048
RandomLazyList;12;44254;44435;44109;4941
RandomLazyList;12;49084;48925;48787;4929
RandomLazyList (Mean);12;43892;43876;43801;4922
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;14;0;0;0;0
RandomLazyList;14;49146;49056;48826;4948
RandomLazyList;14;42859;43108;43268;4992
RandomLazyList;14;42850;42794;42598;5049
RandomLazyList;14;43227;43259;42662;5009
RandomLazyList;14;43084;42988;42837;5083
RandomLazyList;14;42494;42412;42704;4979
RandomLazyList;14;43298;43208;43370;4938
RandomLazyList;14;48631;48813;49251;4957
RandomLazyList;14;42786;43333;43445;4988
RandomLazyList;14;42353;41523;41834;5079
RandomLazyList;14;42780;42681;42634;5050
RandomLazyList;14;42821;42433;42857;5013
RandomLazyList;14;43537;43621;42872;4905
RandomLazyList;14;48019;48043;47869;4970
RandomLazyList;14;43132;43665;43304;4957
RandomLazyList;14;42534;42567;42436;5017
RandomLazyList;14;42704;42664;42516;5033
RandomLazyList;14;42435;42492;42750;4993
RandomLazyList;14;42895;42887;42859;5009
RandomLazyList;14;47308;47532;47594;5010
RandomLazyList;14;43089;42939;42940;5022
RandomLazyList;14;43274;43695;43923;4975
RandomLazyList;14;42634;43284;43041;4907
RandomLazyList;14;43085;43378;43338;4986
RandomLazyList;14;42715;42766;43241;5025
RandomLazyList;14;46801;46619;46729;5029
RandomLazyList;14;43836;43909;43645;4905
RandomLazyList;14;43304;43434;43223;4976
RandomLazyList;14;42375;41673;41898;5127
RandomLazyList;14;42532;42552;42421;4914
RandomLazyList;14;43469;43379;43615;5048
RandomLazyList;14;42484;42544;42394;5099
RandomLazyList;14;47528;47568;47871;4955
RandomLazyList;14;43237;43698;43463;4934
RandomLazyList;14;43149;43330;43538;4978
RandomLazyList;14;42757;42535;43004;5100
RandomLazyList;14;42412;42625;41803;4972
RandomLazyList;14;43329;43311;43502;4985
RandomLazyList;14;48011;47570;47937;4999
RandomLazyList;14;42791;42838;43218;4989
RandomLazyList;14;43677;43882;43870;4970
RandomLazyList;14;43381;43536;43231;4997
RandomLazyList;14;42719;42480;42524;4917
RandomLazyList;14;43026;43152;42727;4940
RandomLazyList;14;47829;47887;47797;5012
RandomLazyList;14;43126;42655;42859;5067
RandomLazyList;14;42442;41951;42155;4977
RandomLazyList;14;42363;41823;42059;4978
RandomLazyList;14;43535;43660;43458;4941
RandomLazyList;14;43355;43856;43634;4912
RandomLazyList;14;48074;48231;48227;4944
RandomLazyList;14;43634;43201;43594;5022
RandomLazyList;14;43009;42926;42928;4883
RandomLazyList;14;43102;43297;43337;4922
RandomLazyList;14;43052;42919;42893;4999
RandomLazyList;14;42863;42943;42430;4972
RandomLazyList;14;42675;42760;43105;4955
RandomLazyList;14;47400;46928;47222;4970
RandomLazyList;14;43541;43733;44177;4945
RandomLazyList (Mean);14;43075;43075;43090;4903
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;16;32;30;35;26
RandomLazyList;16;50380;50477;50193;4942
RandomLazyList;16;43026;43161;43335;4978
RandomLazyList;16;42889;42471;42870;5097
RandomLazyList;16;43281;42888;43133;5066
RandomLazyList;16;43596;43181;43130;5030
RandomLazyList;16;43211;43456;43301;4996
RandomLazyList;16;43345;43130;43247;5038
RandomLazyList;16;48630;48902;48908;4938
RandomLazyList;16;43648;43996;43807;5028
RandomLazyList;16;43634;43906;43863;5024
RandomLazyList;16;43979;43775;44162;5051
RandomLazyList;16;43711;43997;43627;4980
RandomLazyList;16;44698;44798;44971;4939
RandomLazyList;16;49217;48839;49143;5018
RandomLazyList;16;44159;43709;44362;4989
RandomLazyList;16;44294;44485;44026;5043
RandomLazyList;16;43526;43492;43325;4985
RandomLazyList;16;43327;43472;43409;5001
RandomLazyList;16;43571;43501;43673;4980
RandomLazyList;16;48800;48764;48868;5010
RandomLazyList;16;44576;44798;44991;4982
RandomLazyList;16;44334;44292;44192;5103
RandomLazyList;16;43188;43097;43519;4963
RandomLazyList;16;43463;44344;44052;5045
RandomLazyList;16;43245;43326;42884;4948
RandomLazyList;16;42903;42820;42748;5056
RandomLazyList;16;49479;49502;49696;5005
RandomLazyList;16;43553;43428;43400;5031
RandomLazyList;16;44539;44720;44972;4983
RandomLazyList;16;44098;44541;44205;5020
RandomLazyList;16;42937;42767;42728;5108
RandomLazyList;16;43393;43345;43321;4981
RandomLazyList;16;49406;49758;49589;4874
RandomLazyList;16;44292;44610;44278;4957
RandomLazyList;16;43315;43524;42990;5022
RandomLazyList;16;43354;43666;43616;4928
RandomLazyList;16;42926;43143;43463;5058
RandomLazyList;16;43698;44389;43723;4968
RandomLazyList;16;47305;47067;47749;5017
RandomLazyList;16;45983;46278;46491;4992
RandomLazyList;16;43904;43617;43385;5028
RandomLazyList;16;43910;44252;44165;4974
RandomLazyList;16;43292;42948;43390;5084
RandomLazyList;16;42960;42848;42749;5057
RandomLazyList;16;43611;43264;43362;5095
RandomLazyList;16;48846;49122;49229;4974
RandomLazyList;16;43917;43630;43625;4866
RandomLazyList;16;44100;44159;44157;4997
RandomLazyList;16;43609;43860;43371;5028
RandomLazyList;16;43824;43542;43877;5086
RandomLazyList;16;43677;43740;43890;4989
RandomLazyList;16;48487;48203;48267;4947
RandomLazyList;16;44893;44699;44872;5035
RandomLazyList;16;43588;43507;43407;5021
RandomLazyList;16;43266;43314;43722;5049
RandomLazyList;16;43089;43336;43152;5051
RandomLazyList;16;43697;43317;43499;4995
RandomLazyList;16;43755;43654;43841;5115
RandomLazyList;16;49296;49258;49615;4938
RandomLazyList (Mean);16;43844;43868;43892;4925
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;18;43;44;31;31
RandomLazyList;18;48068;47761;48265;5008
RandomLazyList;18;41507;41262;41291;4993
RandomLazyList;18;42166;41736;42239;4963
RandomLazyList;18;42816;42990;43323;4964
RandomLazyList;18;43077;43128;43321;5050
RandomLazyList;18;43210;43012;42852;5081
RandomLazyList;18;46579;46775;46579;4886
RandomLazyList;18;43361;43431;42992;4962
RandomLazyList;18;42902;42602;42547;5057
RandomLazyList;18;42390;42135;42377;5049
RandomLazyList;18;42983;43148;42885;4935
RandomLazyList;18;43308;43902;43219;4969
RandomLazyList;18;47339;47258;47676;5057
RandomLazyList;18;42900;42915;43031;4927
RandomLazyList;18;42646;42240;42085;5029
RandomLazyList;18;42829;43293;42753;4998
RandomLazyList;18;42667;43404;43322;5022
RandomLazyList;18;42478;42595;42961;4987
RandomLazyList;18;46718;46952;47191;4984
RandomLazyList;18;42892;42774;42687;5032
RandomLazyList;18;42684;42594;42834;4960
RandomLazyList;18;42616;42307;42835;5070
RandomLazyList;18;42411;41901;42041;4981
RandomLazyList;18;42201;42219;42658;5096
RandomLazyList;18;47095;46991;46967;5006
RandomLazyList;18;43283;43113;43173;5075
RandomLazyList;18;43264;43020;43234;4907
RandomLazyList;18;43550;43521;43792;4932
RandomLazyList;18;42496;41885;42384;5129
RandomLazyList;18;42250;41875;42442;4996
RandomLazyList;18;47395;47316;46898;4963
RandomLazyList;18;44039;43932;44171;5045
RandomLazyList;18;42641;42362;42667;5007
RandomLazyList;18;41898;41790;42074;5057
RandomLazyList;18;43327;43218;42988;5106
RandomLazyList;18;42382;42446;42360;4914
RandomLazyList;18;46286;45832;45978;4983
RandomLazyList;18;44275;43914;43951;5067
RandomLazyList;18;42550;42228;42600;5058
RandomLazyList;18;42791;42973;42420;5045
RandomLazyList;18;43667;43884;43466;5082
RandomLazyList;18;43190;42841;43018;4982
RandomLazyList;18;45535;45980;45749;5043
RandomLazyList;18;45170;45439;45605;4963
